card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
23817155,Kia Soul EX,2023,20000-29999,26998,"8800 Freestate Dr. Laurel, MD 20723",N,N,N,KNDJ33AU9P7852086,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",1887,mi.,hatchback,Front-wheel Drive,Black,Yes,None reported,,Yes,"Meet the Love Your Car Guarantee from CarMax! You can take your time with a 24-hour test drive and a 30-day money back guarantee (up to 1500 miles) to be sure it's the right car for you (restrictions apply). At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no imp|…|act to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can choose express pickup at your local CarMax or home delivery in select markets. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes tax, title, tags, and $199 dealer processing charge (not required by law). Price assumes that final purchase will be made in the State of MD, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. Inventory shown here is updated every 24 hours.",2023-05-04T08:45:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M117245A,Toyota Camry LE,2023,20000-29999,25999,"16600 NW 2nd Ave Miami, FL 33169",Y,Y,N,4T1C11AK2PU107291,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",1799,mi.,sedan,Front-wheel Drive,Silver,Yes,None reported,Yes,Yes,"2023 Toyota Camry, Black Cloth. Priced below KBB Fair Purchase Price! Odometer is 3179 miles below market average! 28/39 City/Highway MPG Silver 2023 Toyota Camry LE FWD 8-Speed Automatic 2.5L I4 DOHC 16V Black Cloth, 4-Wheel Disc Brakes, 6 Speakers, 7.5J x 17 Alloy Wheels, ABS brakes, Air Condition|…|ing, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Safety Connect (1-year trial), Exterior Parking Camera Rear, Fabric Seat Trim, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Radio: Audio, Rear anti-roll bar, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, and Variably intermittent wipers.",2023-05-04T08:44:24.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
2037SL,Hyundai Sonata SE,2023,20000-29999,25995,"5625 Veterans Memorial Pkwy St Peters, MO 63376",Y,N,Y,KMHL24JA8PA259132,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",8726,mi.,sedan,Front-wheel Drive,White,Yes,None reported,,No,"Backup Camera Recent Arrival! 2023 Hyundai Sonata SE Serenity White Dark Gray w/Premium Cloth Seating Surfaces. Hyundai Certified Pre-Owned Details:  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Warranty Deductible: $50  Vehicle Histor|…|y  173+ Point Inspection  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Roadside Assistance  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date 28/38 City/Highway MPG If you're in the market for a new or used car, you've come to the right place. The staff at St. Charles Nissan/ Hyundai is committed to helping you find the right vehicle for your needs. What's more, they're also dedicated to helping you maintain it long after you drive it home for the first time. St.Charles Nissan/Hyundai is not responsible for any errors on vehicle options. Some prices and videos are subject to change.",2023-05-04T08:35:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
V3897101,Toyota Camry LE,2023,20000-29999,29390,"1935 Dual Hwy Hagerstown, MD 21740",Y,Y,N,4T1C11AK3PU142891,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",596,mi.,sedan,Front-wheel Drive,Celestial Silver,Yes,None reported,,No,"2023 Toyota Camry LE TOYOTA CERTIFIED, BLUETOOTH, BACKUP CAMERA, ALUMINUM ALLOY WHEELS. Odometer is 3451 miles below market average! 28/39 City/Highway MPG Toyota Certified Used Vehicles Details:  Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified pu|…|rchase date. Roadside Assistance for 7 Year / 100,000 Mile  Warranty Deductible: $0  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date  Transferable Warranty  160 Point Inspection  Vehicle History  Roadside Assistance Since 1976 the Younger family has been serving the Tri-State area with one of the best automotive experience available. Being a family owned operation allows Younger to take a caring attitude towards it's customers for long-term relationships. Our Dealership is built around customer service with a dealer who really takes you seriously. Our new state-of-the-art building is full of new and exciting features like Wifi (Wireless Internet), Flat Screen TV's, leather comfy chairs in the Service Waiting Area, a coffee/cappuccino machine, fresh donuts daily, a slushy machine, and complimentary popcorn. We also offer complimentary hot dogs and Quizno's subs at lunchtime when you're here for a service appointment! So, if you're looking for a quality vehicle and superior customer service, contact us and we will deliver. You have my personal commitment to a fun and rewarding automotive experience! Brandon Younger Owner/President.",2023-05-04T08:46:38.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
087943OP,Hyundai Elantra SEL,2023,20000-29999,22955,"4608 Saint Barnabas Road Temple Hills, MD 20748",Y,Y,N,5NPLM4AG1PH087943,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3000,mi.,sedan,Front-wheel Drive,White,Yes,At least 1 accident or damage reported,,No,"Estimated monthly payment and estimated total purchase price include the Maryland processing fee of $500 (not required by law). Taxes and additional fees are estimated based on your set location. The processing fee does NOT update for an estimate. Processing fees, state fees and taxes will change ba|…|sed on state purchased and/or registered. The advertised price is the price for this vehicle in its current condition and subject to change depending on market fluctuation and/or additional costs incurred by the dealer and does not include sales tax, vehicle registration fees, cost of additional requests by customer, finance charges, processing charges , and any other fees required by law. The processing fee in Maryland is $500 (not required by law). We attempt to update this inventory on a regular basis. However, there can be lag time between the sale of a vehicle and the update of the dealers used car dealerships in Washington DC, Maryland Virginia inventory. The terms of the written agreement between you and the dealership supersede any information contained in this website and are binding upon you notwithstanding any other information contained herein. EPA mileage estimates are for newly manufactured vehicles only. Your actual mileage will vary depending on how you drive and maintain your vehicle. Before purchasing this vehicle, it is your responsibility to address any and all differences between information on this website and the actual vehicle specifications and/or any warranties offered prior to the sale of this vehicle. Vehicle data on this website is compiled from publicly available sources believed by the publisher (which is not our dealership) to be reliable and therefore the exact configuration, color, specifications accessories should be used as a guide only and not as a guarantee. We encourage you to perform your own investigation prior to any purchase. Vehicle data is subject to change without notice. Additional taxes, registration and license fees may ap",2023-05-04T08:39:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24094615,Kia Soul GT-Line 2.0L,2023,20000-29999,27998,"830 Dan Way Escondido, CA 92025",Y,N,N,KNDJ53AU9P7841020,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",2525,mi.,hatchback,Front-wheel Drive,White,Yes,None reported,Yes,Yes,"Meet the Love Your Car Guarantee from CarMax! You can take your time with a 24-hour test drive and a 30-day money back guarantee (up to 1500 miles) to be sure it's the right car for you (restrictions apply). At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no imp|…|act to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can choose express pickup at your local CarMax or home delivery in select markets. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes government fees and taxes, any finance charges, $85 CarMax document processing charge (not required by law), any electronic filing charge, and any emission testing charge. Price assumes that final purchase will be made in the State of CA, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. Inventory shown here is updated every 24 hours.",2023-05-04T08:47:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PPH099694,Hyundai Elantra SEL,2023,20000-29999,25990,"1340 Bridge St Yuba City, CA 95993",Y,Y,N,5NPLS4AG3PH099694,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3938,mi.,sedan,Front-wheel Drive,Shimmering Silver Pearl,Yes,None reported,Yes,Yes,"",2023-05-04T08:53:24.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
FRD22450C,Kia Forte GT-Line,2023,20000-29999,22486,"1400 S Halleck St Demotte, IN 46310",N,Y,N,3KPF54AD5PE548579,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",12757,mi.,sedan,Front-wheel Drive,Gravity Gray,Yes,None reported,Yes,Yes,"Automatic temperature control, Fully automatic headlights, Navigation System, Radio: Kia Connect. 28/39 City/Highway MPG IVT 2.0L 4-Cylinder MPI FWD Your #1 Experience Dealer. Proud to serve the DeMotte, Lowell, Crown Point, Valparaiso, Merrillville and Rensselaer Communities.  Price excludes tax|…|, title, registration and document preparation fee ($188). Additional Services Fee of $199 may apply for out of state purchases  Please reach out to us with any questions. We look forward to helping you!",2023-05-04T08:41:09.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
RC406042,Hyundai Sonata SE,2023,20000-29999,23653,"3360 Highway 61 N Saint Paul, MN 55110",Y,N,Y,KMHL24JA8PA252858,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3630,mi.,sedan,Front-wheel Drive,White,Yes,None reported,,No,"ONE OWNER, CLEAN CARFAX, ANDROID AUTO AND/OR APPLE CARPLAY, BLUETOOTH, BACKUP CAMERA, Serenity White, Dark Gray w/Premium Cloth Seating Surfaces. Odometer is 1540 miles below market average! 28/38 City/Highway MPGSerenity White 2023 Hyundai Sonata SE 4D Sedan FWD 8-Speed Automatic with SHIFTRONIC 2.|…|5L I4Hyundai Certified Pre-Owned Details:  Warranty Deductible: $50  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Vehicle History  173+ Point Inspection  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Roadside AssistanceCOMPETITIVE PRICES: We price-check dozens of similar vehicles --- SAFETY: If it doesnt pass our safety inspection, we wont sell it to you. --- WARRANTY: 60-Day, 2,500-mile powertrain warranty & 30-Day, 1,000-mile vehicle bumper-to-bumper warranty -- EXCHANGE POLICY: 3-day, 300-mile exchange policy -- INSPECTION REPORT -- CARFAX REPORT -- 2 free OIL CHANGES -- 2 free TIRE ROTATIONS -- $200 LOYALTY BONUS -- $100 PDR CREDIT //Warranty excludes as-is vehicles. Limitations and exclusions apply. These benefits may be used only at participating Buerkle dealerships. See dealer to confirm eligibility for warranty and for full details.// THIS VEHICLE ALSO INCLUDES: 3-day, 300-mile exchange policy - Detailed inspection - CarFax(R) report - 2 FREE oil changes - 2 FREE tire rotations - $200 loyalty bonus - $100 PDR credit - Referral program // Benefits may be used only at participating Buerkle dealerships. See dealer to confirm for full details.//",2023-05-04T08:44:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P1688,Nissan Kicks SV,2023,20000-29999,25400,"265 Lancaster Ave Ardmore, PA 19003",Y,Y,Y,3N1CP5CV6PL470322,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",3930,mi.,suv,Front-wheel Drive,Super Black,Yes,None reported,,No,2023 NISSAN KICKS SVNISSAN CERTIFIED PRE-OWNED7 YEAR / 100K CPO WARRANTY INCLUDED IN PRICEEND OF THE MONTH MANAGERS SPECIAL!FUEL ECONOMY 31 CITY 36 HIGHWAY MPGAUTOMATIC EMERGENCY BRAKING WITH PEDESTRIAN DETECTIONREAR SONARINTELLIGENT CRUISE CONTROLAPPLE CARPLAY/ ANDROID AUTO2 NISSAN INTELLIGENT KEYS|…|WITH PUSH BUTTON START17 ALLOY WHEELSBLIND SPOT WARNINGFORWARD COLLISION WARNINGREAR CROSS TRAFFIC ALERTLANE DEPARTURE WARNINGHAPTIC STEERING ASSISTTHIS VEHICLE WAS A BRAND NEW ROGUE WE USED AS A SERVICE LOANER TEMPORARILY THEN BROUGHT IT INTO OUR CERTIFIED PRE-OWNED INVENTORY.,2023-05-04T08:42:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HP13730,Hyundai Venue SEL,2023,20000-29999,23995,"428 Pleasant St Fall River, MA 02721",Y,Y,Y,KMHRC8A35PU222845,IVT,IVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",569,mi.,suv,Front-wheel Drive,Ceramic White,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. 150 Point Inspection, Venue SEL, 4D Sport Utility, I4, IVT, FWD, Ceramic White, Gray Cloth. Certified. Ceramic White 2023 Hyundai Venue SEL 4D Sport Utility FWD IVT I4 29/33 City/Highway MPG Hyundai Details:  Vehicle History  Includes 10-year/Unlimited mileage Roads|…|ide Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Warranty Deductible: $50  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  173+ Point Inspection Here at Empire Automotive Group, we offer a great experience to our customers by guiding you to your wants and needs in a Car, Truck, or SUV. Our team at Empire is dedicated to our customers and we have a no pressure environment. Call us at 508-673-7646. Visit us online at www.Empirehyundai.com or in person at 428 Pleasant St Fall River, MA 02721.",2023-05-04T08:28:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
RC406342,Hyundai Elantra SEL,2023,20000-29999,23629,"3360 Highway 61 N Saint Paul, MN 55110",Y,N,Y,KMHLS4AG4PU425634,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3065,mi.,sedan,Front-wheel Drive,Intense Blue,Yes,None reported,,No,"ONE OWNER, CLEAN CARFAX, ANDROID AUTO AND/OR APPLE CARPLAY, POWER SEAT, BLUETOOTH, BACKUP CAMERA, Exterior Parking Camera Rear. Odometer is 1783 miles below market average! 30/40 City/Highway MPGIntense Blue 2023 Hyundai Elantra SEL 4D Sedan FWD IVT I4Hyundai Certified Pre-Owned Details:  173+ Poin|…|t Inspection  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Vehicle History  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Warranty Deductible: $50COMPETITIVE PRICES: We price-check dozens of similar vehicles --- SAFETY: If it doesnt pass our safety inspection, we wont sell it to you. --- WARRANTY: 60-Day, 2,500-mile powertrain warranty & 30-Day, 1,000-mile vehicle bumper-to-bumper warranty -- EXCHANGE POLICY: 3-day, 300-mile exchange policy -- INSPECTION REPORT -- CARFAX REPORT -- 2 free OIL CHANGES -- 2 free TIRE ROTATIONS -- $200 LOYALTY BONUS -- $100 PDR CREDIT //Warranty excludes as-is vehicles. Limitations and exclusions apply. These benefits may be used only at participating Buerkle dealerships. See dealer to confirm eligibility for warranty and for full details.// THIS VEHICLE ALSO INCLUDES: 3-day, 300-mile exchange policy - Detailed inspection - CarFax(R) report - 2 FREE oil changes - 2 FREE tire rotations - $200 loyalty bonus - $100 PDR credit - Referral program // Benefits may be used only at participating Buerkle dealerships. See dealer to confirm for full details.//",2023-05-04T08:35:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M20865XL,Mazda Mazda3 FWD w/Preferred Package,2023,20000-29999,27050,"115 Route 59 Nyack, NY 10960",Y,Y,N,JM1BPALM2P1600953,6-Speed Automatic,Automatic,2.5L I4 16V,2500.0,Gasoline,"",5096,mi.,hatchback,Front-wheel Drive,Deep Crystal Blue Mica,Yes,None reported,,No,"MAZDA CERTIFIED, LEATHER, BLUETOOTH, BLIND SPOT MONITORING, HEATED SEATS, STILL UNDER FACTORY WARRANTY, 1 OWNER, ACCIDENT FREE CARFAX, SERVICE RECORDS, SOLD NEW HERE, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Air Conditioning, AM/FM radio, AppLink/Apple CarPlay and Android Auto, Automatic|…|temperature control, Bumpers: body-color, Driver door bin, Driver vanity mirror, Dual front impact airbags, Front dual zone A/C, MAZDA CONNECT Infotainment System, Memory seat, Power driver seat, Power steering, Power windows, Radio data system, Radio: AM/FM/HD Audio System, Rear window defroster, Remote keyless entry, Speed-sensing steering, Steering wheel mounted audio controls, Traction control. 2023 Mazda Mazda3 2.5 S Preferred Package Deep Crystal Blue Mica Certified. 6-Speed Automatic I4 26/36 City/Highway MPG Mazda Certified Pre-Owned Details:  Warranty Deductible: $0  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) after new car warranty expires or from certified purchase date  Vehicle History  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  Includes Autocheck Vehicle History Report with 3 Year Buyback Protection. 3 month SiriusXM trial subscription.  Roadside Assistance  160 Point Inspection  Transferable Warranty Palisades Mazda is conveniently located just 2 minutes from the Palisades Mall 115 RT 59 NYACK NY OR CONTACT US 845-224-3660.We look forward to seeing you in your new Mazda soon.",2023-05-04T08:21:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
1069200,Kia Sportage LX,2023,20000-29999,28000,"230 W Hilton Drive St George, UT 84770",Y,Y,N,KNDPUCAF4P7040798,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",13003,mi.,suv,All-wheel Drive,Gravity Gray,Yes,At least 1 accident or damage reported,,No,"Sportage LX, 8-Speed Automatic, AWD, Gravity Gray, Black Cloth.23/28 City/Highway MPGOnly available at Stephen Wade NISSAN (435) 310-4636.CARFAX One-Owner.SWAG PRICE INCLUDES DEALER NISSAN MOTORS ACCEPTANCE FINANCE SAVINGS NON SPECIAL (STANDARD) FINANCE RATE AND IS VALID ONLY WITH 100% FINANCIN|…|G THROUGH NMAC or DEALER CHOICE. Online Prices Only Available Upon Customer Request and Employees, Former Employees and Friends, Family, Vendors, of Stephen Wade, Dealers and Wholesalers may not Qualify for Online Pricing. Contact Dealer for Details. All offers are subject to change at any time. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. With Approved Credit. Dealer Fees: $299 Doc Fee, $499 VTR & $189 Maintenance. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep. This is easily done by calling us at (435) 310-4636 or by visiting us at the dealership. The Inventory shown here is updated every 24 hours. No other coupon or discount on SWAGE.",2023-05-04T08:40:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UW09119,Kia Soul EX,2023,20000-29999,25864,"770 W Riverdale Rd Ogden, UT 84405",Y,Y,Y,KNDJ33AU8P7189903,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",8659,mi.,hatchback,Front-wheel Drive,Surf Blue,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. Certified. Surf Blue 2023 Kia Soul EX FWD IVT 2.0L I4 DOHC 28/33 City/Highway MPG Kia Certified Pre-Owned Details:  Warranty Deductible: $50  Transferable Warranty  Vehicle History  165 Point Inspection  Limited Warranty: 12 Month/12,000 Mile (whichever comes fir|…|st) Platinum Coverage from certified purchase date  Roadside Assistance  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription  We pride ourselves in consistently exceeding our customer's expectations. Kia CPO vehicles will have an additional charge to advertised price. Price does not include dealer installed options or accessories. See dealer for details. Stop by our dealership or give us a call for more information. Price contingent on dealer arranged financing. See dealer for cash pricing.",2023-05-04T08:52:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P4987,Kia Sportage LX,2023,20000-29999,26995,"18600 Hawthorne Blvd Torrance, CA 90504",Y,Y,N,KNDPU3AF1P7035882,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",23956,mi.,suv,Front-wheel Drive,Black,Yes,None reported,,No,"Fusion Black 2023 Kia Sportage LX FWD 8-Speed Automatic I4 ONE OWNER, PRIOR RENTAL, CLEAN CAR FAX, Accident Free History, 6 Speakers. Recent Arrival! 25/32 City/Highway MPG . Some of our used vehicles may be subject to unrepaired safety recalls. Check for a vehicle's unrepaired recalls by VIN at htt|…|ps://vinrcl.safercar.gov/vin/ If a vehicle is marked as loaner, it may not be available for sale if currently in service. This vehicle will have more mileage than a standard new vehicle. See dealer for complete details. .",2023-05-04T08:31:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24312919,Mazda Mazda3 FWD w/Premium Package,2023,20000-29999,29998,"4431 28th St SE Kentwood, MI 49512",N,N,N,JM1BPAMM3P1602158,6-Speed Manual,Manual,2.5L I4 16V,2500.0,Gasoline,"",1737,mi.,hatchback,Front-wheel Drive,Machine Gray Metallic,Yes,None reported,Yes,Yes,"Meet the Love Your Car Guarantee from CarMax! You can take your time with a 24-hour test drive and a 30-day money back guarantee (up to 1500 miles) to be sure it's the right car for you (restrictions apply). At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no imp|…|act to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can choose express pickup at your local CarMax or home delivery in select markets. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes tax, title, tags and $260 CarMax documentary preparation fee (not required by law). Price assumes that final purchase will be made in the State of MI, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. Inventory shown here is updated every 24 hours.",2023-05-04T08:18:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
15892,Hyundai Elantra SEL,2023,20000-29999,24613,"9525 E R L Thornton Fwy Dallas, TX 75228",Y,Y,N,5NPLM4AGXPH103752,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",11847,mi.,sedan,Front-wheel Drive,Portofino Gray,Yes,None reported,,No,"Cowboy Toyota is proud to present this fully inspected. Portofino Gray 2023 Hyundai Elantra SEL FWD IVT I4 CLEAN CARFAX HISTORY, HARD TO FIND, ONE OWNER, WELL MAINTANIED, Sold/Serviced Here, DON'T MISS OUT. Recent Arrival! 30/40 City/Highway MPG What are you waiti|…|ng for? Call or come by today! For a no-hassle experience contact the Cowboy Toyota Pre-owned Sales Department to honor this special internet price 214-414-7404 Our commitment to customer service is second to none. We are dedicated to giving our customers the best internet buying experience possible. Our primary concern is the satisfaction of our customers. Need to trade up? GREAT, schedule your test drive appointment today & have your car quickly evaluated while you're cruising the freeway! We also offer one of the most comprehensive parts and service departments in the automotive industry! We are located on the west bound feeder of I-30 at Buckner Blvd. Just 8 minutes East of Downtown or 5 minutes from White Rock Lake! Advertised price does not include reconditioning fees or local dealer added options. See dealer for in-stock inventory and actual selling price. All prices plus taxes, title and license fees with approved credit. MSRP does not include dealer installed options. Dealer doc fee of $150 not included in the price. Price may be different outside each advertised period and do not reflect the cash price at any other time. Inventory subject to prior sale. We are not responsible for typographical , technical, or misprint errors. Please see dealer in person or contact us via phone or email to verify all information.",2023-05-04T08:52:07.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24838,Mazda CX-5 2.5 S,2023,20000-29999,28990,"6003 Market St Wilmington, NC 28405",N,N,N,JM3KFBAM3P0148519,6-Speed Automatic,Automatic,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",2643,mi.,suv,All-wheel Drive,Jet Black Mica,Yes,None reported,,Yes,"Only 2,643 Miles! Boasts 30 Highway MPG and 24 City MPG! This Mazda CX-5 boasts a Regular Unleaded I-4 2.5 L/152 engine powering this Automatic transmission. WHEEL LOCKS, ROADSIDE ASSISTANCE KIT, JET BLACK MICA. This Mazda CX-5 Features the Following Options BLACK, CLOTH SEAT TRIM, Wheels: 17 x 7J|…|Aluminum Alloy -inc: gray metallic finish, Trip Computer, Transmission: 6-Speed SKYACTIV-DRIVE Automatic -inc: manual-shift mode and sport mode, Transmission w/Sequential Shift Control and Oil Cooler, Tires: P225/65R17 AS, Tailgate/Rear Door Lock Included w/Power Door Locks, Strut Front Suspension w/Coil Springs, Steel Spare Wheel, SMS Text Msg Audio Delivery & Reply. Stop By Today A short visit to Auto Wholesale located at 6003 Market St, Wilmington, NC 28405 can get you a tried-and-true CX-5 today!",2023-05-04T08:35:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B0682SL,Mazda CX-5 Select,2023,20000-29999,28285,"830 Automall Drive Roseville, CA 95661",Y,Y,N,JM3KFBBM4P0100333,6-Speed Automatic,Automatic,2.5L I4 16V,2500.0,Gasoline,"",4841,mi.,suv,All-wheel Drive,Jet Black Mica,No,None reported,,No,"Mazda Certified Pre-Owned Details:  160 Point Inspection  Warranty Deductible: $0  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  Vehicle History  Transferable Warranty  Includes Autocheck Vehicle History Report with 3 Year Buyback Pro|…|tection. 3 month SiriusXM trial subscription.  Roadside Assistance  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) after new car warranty expires or from certified purchase date Clean CARFAX. Priced below KBB Fair Purchase Price! Prior Service Loaner, Emergency communication system: MAZDA CONNECT, Exterior Parking Camera Rear, Fully automatic headlights, Infotainment System Voice Command, Low tire pressure warning, Radio Broadcast Data System Program Information, SMS Text Msg Audio Delivery & Reply, Steering wheel mounted audio controls. 24/30 City/Highway MPG 2023 Mazda CX-5 2.5 S Select Package AWD 6-Speed Automatic SKYACTIV 2.5L 4-Cylinder DOHC 16V 24/30 City/Highway MPG",2023-05-04T08:26:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
