card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
7719A,Chevrolet Trailblazer LT,2023,20000-29999,27230,"502 W Coliseum Blvd Fort Wayne, IN 46808",Y,Y,N,KL79MRSL2PB005025,9-Speed Automatic,Automatic,1.3L I3 12V GDI DOHC Turbo,1300.0,Gasoline,"",5804,mi.,suv,All-wheel Drive,Mahogany Red Metallic,Yes,None reported,,Yes,"2023 Chevrolet TrailBlazer 4D Sport Utility CARFAX One-Owner. Clean CARFAX. 9-Speed Automatic LT AWD Mahogany Red Metallic 1.3L Ecotec Turbo DOHC SIDI w/VVT 26/30 City/Highway MPG Our pricing is very competitive and our vehicles sell quickly. Please call us to confirm availability and to setup a tim|…|e to drive this vehicle! Contact us at (888) 884-0461. We are located at 502 W Coliseum Blvd, Fort Wayne, IN 46808 For a new 2022 Subaru in Ft Wayne, visit Fort Wayne Subaru! We carry all the latest Subaru models. Fort Wayne Subaru is the only Subaru dealership in the Huntington, New Haven, Warsaw & Auburn, IN area, offering excellent customer service, a friendly environment, attractive financing options, and great cars! Pick up the phone 260-209-6164 We offer the full line of Subaru cars including the new 2023 Forester, Legacy, Outback, as well as the BRZ, Impreza, Crosstrek, WRX, and STi. If you are in the research phase of the buying cycle, view our Subaru car reviews. Fort Wayne Subaru will find you the perfect new car at a great price. With a huge inventory of high-quality vehicles, we are certain that we can locate a new car that fits your needs. Our greater Huntington, New Haven, Warsaw & Auburn, IN used car inventory has vehicles by many of today's top automakers.",2023-05-04T08:20:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
132986,Nissan Altima 2.5 SV,2023,20000-29999,23999,"21151 NW 2nd Ave Miami, FL 33169",Y,Y,N,1N4BL4DV8PN332011,Automatic,Automatic,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",3808,mi.,sedan,Front-wheel Drive,Brilliant Silver Metallic,Yes,At least 1 accident or damage reported,,No,"Carfax 1 Owner, BBB Accredited A+, We Accept Trade-Ins, FINANCING AVAILABLE!!, CarGurus TOP-RATED DEALER 2023, DealerRater 2023 DEALER OF THE YEAR, Usb Port, Tire Pressure Monitoring, Side Airbags, Satellite Radio Xm, Power Seats, Power Mirrors, Parking Sensors, Lumbar Sup|…|port, Lane Departure Warning, Keyless Entry, Keyless Start, Dual Zone Climate Control, Collision Prevention, Bluetooth, Blind Spot Monitoring, Back Up Camera, Auxiliary Power Outlet, Automatic Climate Control , Android Auto, Apple CarPlay.|2.5L 4 Cylinder Engine (188 hp @ 6000 rpm)|We offer th",2023-05-04T08:24:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
TG6741,Hyundai Tucson SEL,2023,20000-29999,29988,"9898 Trask Ave Garden Grove, CA 92844",Y,Y,Y,5NMJFCAE8PH213707,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",137,mi.,suv,All-wheel Drive,Phantom Black,Yes,None reported,,Yes,"2023 Hyundai Tucson Phantom Black 8-Speed Automatic with SHIFTRONIC BLUETOOTH WIRELESS / HANDS FREE, MOONROOF / SUINROOF, BACK UP CAMERA, PUSH BUTTON IGNITION, REMAINDER OF FACTORY WARRANTY, CLEAN CARFAX, ONE OWNER CARFAX, CERTIFIED, Android Auto (TM) & Appl|…|e CarPlay (TM), Tucson SEL, 2.5L I4 DGI DOHC 16V LEV3-ULEV70 187hp, 8-Speed Automatic with SHIFTRONIC, AWD, Phantom Black. 23/28 City/Highway MPG Odometer is 3256 miles below market average! Certified. CARFAX One-Owner. Clean CARFAX. This Vehicle is Located at: Russell Westbrook Hyundai of Garden Grove, 9898 Trask Ave, Garden Grove, CA 92844. Dealer Installed accessories are optional and may be purchased for an additional charge.All prices subject to government fees and taxes, any finance charges, any dealer document preparation charge, and any emission testing charge.While we make every effort to ensure the data listed here is correct, there may be instances where some of the factory rebates, incentives, options or vehicle features may be listed incorrectly as we get data from multiple data sources. PLEASE MAKE SURE to confirm the details of this vehicle (such as what factory rebates you may or may not qualify for) with the dealer to ensure its accuracy. Dealer cannot be held liable for data that is listed incorrectly.",2023-05-04T08:49:22.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N15771A,Hyundai Sonata SEL,2023,20000-29999,29998,"11028 W Kellogg Dr Wichita, KS 67209",N,N,N,KMHL14JA6PA277941,Automatic,Automatic,2.5L,2500.0,Gasoline,"",10130,mi.,sedan,Front-wheel Drive,Hampton Gray,Yes,None reported,Yes,Yes,"Recent Arrival! CARFAX One-Owner. Clean CARFAX. 27/37 City/Highway MPG Black Cloth, 12.3 LCD Instrument Cluster, 2nd Row Air Vent, 2nd Row USB Charge Port, Auto High-beam Headlights, Auto-Dimming Rear-View Mirror, Automatic temperature control, Convenience Package, Exterior Parking Camera Rear, Fron|…|t dual zone A/C, Fully automatic headlights, Heated Front Bucket Seats, Hyundai Digital Key, Leather-Wrapped Steering Wheel, LED Interior Lights, Low tire pressure warning, Option Group 02, Panoramic Sunroof, Power driver seat, Radio: AM/FM/MP3/HD/SiriusXM Display Audio w/Nav, Remote keyless entry, Speed control, Steering wheel mounted audio controls, Wireless Device Charging.We're located at 11028 W Kellogg Dr., Wichita, KS. 67209, worth the drive from just about anywhere. We're standing by, ready to assist you with whatever you need and look forward to making you part of the Eddy's family.",2023-05-04T08:48:42.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3YU4221,Hyundai Sonata SEL,2023,20000-29999,26511,"10770 Auto Mall Dr Sandy, UT 84070",Y,Y,Y,KMHL64JA2PA272625,Automatic,Automatic,2.5L,2500.0,Gasoline,"",4923,mi.,sedan,Front-wheel Drive,Silver,No,None reported,,No,"The 2023 Hyundai Sonata SEL Hyundai Certified Pre-Owned is a car that's as fun as it is practical. It's the perfect vehicle for those who want a reliable ride that still packs a punch.With its sleek and stylish design, the Sonata SEL is a car that's sure to turn heads. It's like a work of art on whe|…|els, with smooth lines and a sporty stance that's impossible to ignore.But what really sets the Sonata SEL apart is its certified pre-owned status. That means you can enjoy the peace of mind that comes with a thorough inspection, a comprehensive warranty, and roadside assistance. It's like buying a brand-new car, but with the added bonus of knowing that it's been fully vetted and approved by Hyundai.27/37 City/Highway MPGBuy with confidence from Ken Garff Hyundai. Don't be fooled by used car dealers that buy the vehicles that don't pass our stringent 150 point inspection. We take pride in selling better cars for less. We check our prices daily to guarantee you the best value around. That is why people fly in from all over the country to take advantage of our great cars at great prices.. Hyundai Certified Pre-Owned Details:  Roadside Assistance  Warranty Deductible: $50  173+ Point Inspection  Vehicle History  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date",2023-05-04T08:26:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N23322A,Volkswagen Jetta 1.5T Sport,2023,20000-29999,24900,"8920 S Cicero Ave Oak Lawn, IL 60453",Y,Y,N,3VWBM7BU3PM010984,8-Speed Automatic,Automatic,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",1083,mi.,sedan,Front-wheel Drive,Deep Black Pearl Effect,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. Certified. Deep Black Pearl 2023 Volkswagen Jetta 1.5T Sport FWD 8-Speed Automatic with Tiptronic 1.5L I-4 DI DOHC Turbocharged Apple CarPlay, Android Auto, Bluetooth, Backup Camera, Blind Spot Monitoring, Front Assist Forward Collision Warning & Autonomous Emergency|…|Braking, Rear Traffic Alert, Titan Black w/Cloth Seat Trim. Check out this Deep Black Pearl 2023 Volkswagen Jetta for sale at our Volkswagen dealership in Oak Lawn, IL. We're a trusted car dealership in Oak Lawn, IL with a huge selection of quality pre-owned inventory. This particular Jetta has 1083 miles and is in outstanding condition condition. We perform a 100+ point inspection on every preowned vehicle we sell to ensure that you get a quality pre-owned vehicle. If you have any questions about financing or want to schedule a test drive for this Deep Black Pearl 2023 Volkswagen Jetta for sale, contact our dealership in Oak Lawn, IL today! Odometer is 2077 miles below market average! 29/40 City/Highway MPG Volkswagen Certified Pre-Owned Details:  Warranty Deductible: $50  Roadside Assistance  Vehicle History  100+ Point Inspection  For CPO Vehicles purchased on or after January 5, 2021: MY17 and older vehicles are eligible for a 2 year, 24,000 mile whichever occurs first, limited warranty. MY18 and MY19 vehicles are eligible for a 1 year, 12,000 mile whichever occurs first, limited warranty. MY2020+ vehicles are eligible for a 2 year, 24,000 mile whichever occurs first, limited warranty. 3 month SiriusXM Platinum Plan trial subscription.",2023-05-04T08:13:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CP6158,Buick Encore GX Preferred,2023,20000-29999,28551,"5130 Camp Rd Hamburg, NY 14075",Y,Y,N,KL4MMCSL0PB030591,9-Speed Automatic,Automatic,1.3L I3 12V GDI DOHC Turbo,1300.0,Gasoline,"",2651,mi.,suv,All-wheel Drive,Summit White,Yes,None reported,,Yes,"Please call for availability. (716) 646-5200. Summit White 2023 Buick Encore GX Preferred ECOTEC 1.3L Turbo 9-Speed Automatic AWD TOO NEW TO BE CALLED USED, FRESH INVENTORY, GAS MISER, COLD WEATHER GROUP, AWD, UPSCALE GX PREFERRED, #JUSTHEADTOTOWNE!!!, $$$PRICE DR|…|OP ALERT$$$. 26/29 City/Highway MPG Please contact us at 716-646-5200 or stop in and see why everyone is saying We love our Towne!!!",2023-05-04T08:33:43.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U136957M,Toyota Camry SE Nightshade,2023,20000-29999,29212,"1101 E Fletcher Ave Tampa, FL 33612",Y,Y,Y,4T1G11AK0PU739885,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",247,mi.,sedan,Front-wheel Drive,Midnight Black Metallic,Yes,None reported,,No,"TOYOTA CERTIFIED!! FREE HOME DELIVERY UP TO 75 MILES!! Camry SE Nightshade, 4D Sedan, 2.5L I4 DOHC 16V, 8-Speed Automatic, FWD, Midnight Black Metallic, Black w/Perforated Leather Seat Trim, One Owner Clean Carfax Certified, Clean Carfax Certified, One Owner Carfax Certified, Carfax Certified, Leath|…|er, Apple Carplay / Android Auto, Backup Camera, Power Seat, ETUNE Audio, Blind Spot, Alloys. Midnight Black Metallic Camry SE Nightshade FWD 8-Speed Automatic 2.5L I4 DOHC 16V 28/39 City/Highway MPG Toyota Certified Used Vehicles Details:  Warranty Deductible: $0  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date  Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile  Vehicle History  Transferable Warranty  160 Point Inspection  Roadside Assistance TOYOTA OF TAMPA BAY ADVANTAGE At Toyota of Tampa Bay, you receive exclusive features and benefits to both enhance and protect your vehicle. From protective coatings for you paint, headlights, and interior surfaces such as surface sanitation to nitrogen tire service and roadside assistance, we provide you the MOST VALUE for your money. GUARANTEED! (See dealer for more details) Toyota of Tampa Bay near Brandon and Wesley Capel is a full-service dealership that offers a wide variety of services to our visitors and guests. Just one visit and you'll see just how dedicated we are to your complete satisfaction. We have a friendly and knowledgeable staff ready to help you every step of the way. Whether it's sales, service, body shop or financing, you'll always get the attention you deserve from Toyota of Tampa Bay. Call or Text us at (813) 534-5197 to confirm availability and schedule a no-obligation test drive! We are located at 1101 E Fletcher Ave Tampa, FL 33612. Fast, Fr",2023-05-04T08:40:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U10977L,Hyundai Sonata SE,2023,20000-29999,21798,"360 W Sunrise Hwy Valley Stream, NY 11581",Y,Y,Y,KMHL24JA8PA248129,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3391,mi.,sedan,Front-wheel Drive,Onyx Black,Yes,None reported,Yes,Yes,"The Finance For amount is reflective after $1995 down, subject to primary lenders approval.Price subject to change. Subject to primary lenders approval. All prices exclude tax, title, $695 dealer fees, tags, license & DMV. Must finance through dealer when applicable & take same day delivery.Internet|…|pricing cannot be combined with special low rates or through credit union. Sorry but we cannot extend special Internet pricing without a printed copy of the on-line pricing, and your in-store price may exceed our special on-line pricing. To take advantage of our special Internet discounts, please print this page and present it to your salesperson. Hyundai Certified Pre-Owned Details:  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Vehicle History  173+ Point Inspection  Roadside Assistance  Warranty Deductible: $50  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date Alloy Wheels, Backup Camera, Bluetooth, CLEAN VEHICLE HISTORY...NO ACCIDENTS, Comfort Package, Convenience Package, License Plate Front Mount Package, ONE OWNER, PASSES STATE INSPECTION, Power Mirror Package, REMAINDER OF FACTORY WARRANTY, Rear Climate Package, GOOD BRAKES, GOOD TIRES, Black Cloth, Cargo Hook, Cargo Package, Cargo Tray, Option Group 01, Trunk Cargo Net. Onyx Black 2023 Hyundai Sonata SE FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 28/38 City/Highway MPG",2023-05-04T08:31:17.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NHY230464A,Hyundai Sonata SEL,2023,20000-29999,26991,"7909 Mall Pkwy Lithonia, GA 30038",Y,Y,Y,KMHL14JAXPA279112,Automatic,Automatic,2.5L,2500.0,Gasoline,"",11171,mi.,sedan,Front-wheel Drive,Portofino Gray,Yes,None reported,,Yes,"HYUNDAI CERTIFIED WELL MAINTAINED LOCAL TRADE, BLUETOOTH, TOUCHSCREEN, SIRIUS/XM 90 DAY FREE TRIAL, GREAT LIFE LEFT ON BRAKES, GREAT LIFE LEFT ON TIRES, BACKUP CAMERA, NAVIGATION SYSTEM, ALLOY WHEELS, NO ACCIDENTS REPORTED, 10 YEAR/ 100,000 MILE WARRANTY, 2 MASTER KEYS, APPLE CARPLAY / AND|…|ROID AUTO, LIVE MARKET BASED PRICING, AUDIO CONTROLS ON STEERING WHEEL, PANORAMIC ROOF, POWER SEAT, HEATED SEAT, HEATED MIRRORS.Certified. Recent Arrival! New Price! CARFAX One-Owner. Clean CARFAX. 27/37 City/Highway MPGHyundai Certified Pre-Owned Details: Vehicle History Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date Warranty Deductible: $50 173+ Point Inspection Roadside Assistance Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscriptionThis car was just serviced by our certified techs and is in like new condition. Call or come in to Nalley Hyundai today, you'll be glad you did.",2023-05-04T08:24:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H240111Y,Hyundai Kona N Line,2023,20000-29999,27351,"10518 Cadillac Street Pineville, NC 28134",Y,Y,N,KM8K33A38PU984314,Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",225,mi.,suv,Front-wheel Drive,Lunar White,Yes,None reported,,No,"Equipment: Protect the Hyundai Kona from unwanted accidents with a cutting edge backup camera system. The vehicle has a 1.6 liter 4 Cylinder Engine high output engine. This Hyundai Kona embodies class and sophistication with its refined white exterior. Make room for more passengers, carry extra lugg|…|age or your favorite sports gear with the roof rack on this unit. Front wheel drive on this unit gives you better traction and better fuel economy. Enjoy the tried and true gasoline engine in this vehicle. With the adjustable lumbar support in the vehicle your back will love you. This 2023 Hyundai Kona looks aggressive with a streamlined rear spoiler. Easily set your speed in it with a state of the art cruise control system. Increase or decrease velocity with the touch of a button. The vehicle has an adjustable telescoping wheel that allows you to achieve a perfect fit for your driving comfort. Packages: CARGO NET. CARGO TRAY. CARPETED FLOOR MATS. ROOF RACK CROSS RAILS. WHEEL LOCKS. Equipment listed is based on original vehicle build. Please confirm the accuracy of the included equipment by calling the dealer prior to purchase. Manufacturer Incentives: Price includes: Guaranteed Incentives: $500 - Hyundai HMF Standard Rate Bonus Cash - Exp. 4/3/2023. Contact dealer to verify final pricing.",2023-05-04T08:48:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3TN1388A,Nissan Kicks SR,2023,20000-29999,24000,"8190 East Skelly Drive Tulsa, OK 74129",Y,Y,Y,3N1CP5DV8PL489663,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",1448,mi.,suv,Front-wheel Drive,Scarlet Ember,Yes,None reported,,Yes,"Clean CARFAX. CARFAX One-Owner. Certified. Nissan Certified Details:  Roadside Assistance  Vehicle History  Plus 1 Year Pre-Paid Maintenance Included.  167 Point Inspection  Warranty Deductible: $100  Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date|…|Transferable Warranty Recently Serviced, BETTER WARRANTY THAN A NEW ONE!!!, 17 Alloy Wheels, Apple CarPlay/Android Auto, Blind Spot Warning, Bose Personal Plus Audio System, Exterior Parking Camera Rear, Front fog lights, Heated door mirrors, Heated Front Seats, Heated Steering Wheel, NissanConnect Services, Outside temperature display, Prima-Tex Appointed Seat Trim, Rear Parking Sensors, Remote keyless entry, Security System, Splash Guards Grain (4 Piece), Sport steering wheel, SR Premium Package, Technology Package, Telescoping steering wheel, Tonneau Cover, Variably intermittent wipers. At Campbell Nissan we want you to know that all our vehicles are priced at a competitive value position to the market. We use an independent 3rd party software to research internet listings on all vehicles in the market so we can ensure that our prices are the most competitive out there. We do this simply so people choose us when they start searching for their next car. Here at Campbell Nissan we take our Internet Business Very Seriously! Shopping at Campbell Nissan is car buying the way it should be; Fun, Informative, and Fair! Here are our promises:  Transparent Pricing and Sales Process- NO GIMMICKS!! Pressure Free , Efficient, Friendly, and Helpful Sales Staff! In House Team of Loan and Lease Specialists! Good with numbers, and even better with people! Credit Challenged? Give us a try!  Massive Inventory For One Stop Shopping!  Certified Factory Service Technicians! .",2023-05-04T08:15:57.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U781962M,Toyota Camry SE Nightshade,2023,20000-29999,29212,"1101 E Fletcher Ave Tampa, FL 33612",Y,Y,Y,4T1G11AK0PU740633,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",250,mi.,sedan,Front-wheel Drive,Midnight Black Metallic,Yes,None reported,,No,"TOYOTA CERTIFIED!! FREE HOME DELIVERY UP TO 75 MILES!! Camry SE Nightshade, 4D Sedan, 2.5L I4 DOHC 16V, 8-Speed Automatic, FWD, Midnight Black Metallic, Ash w/Sport SofTex Seat Trim w/Fabric Inserts, One Owner Clean Carfax Certified, Clean Carfax Certified, One Owner Carfax Certified, Carfax Certifi|…|ed, Apple Carplay / Android Auto, Backup Camera, Power Seat, ETUNE Audio, Blind Spot, Alloys. Midnight Black Metallic Camry SE Nightshade FWD 8-Speed Automatic 2.5L I4 DOHC 16V 28/39 City/Highway MPG Toyota Certified Used Vehicles Details:  Warranty Deductible: $0  Transferable Warranty  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date  Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile  160 Point Inspection  Roadside Assistance  Vehicle History TOYOTA OF TAMPA BAY ADVANTAGE At Toyota of Tampa Bay, you receive exclusive features and benefits to both enhance and protect your vehicle. From protective coatings for you paint, headlights, and interior surfaces such as surface sanitation to nitrogen tire service and roadside assistance, we provide you the MOST VALUE for your money. GUARANTEED! (See dealer for more details) Toyota of Tampa Bay near Brandon and Wesley Capel is a full-service dealership that offers a wide variety of services to our visitors and guests. Just one visit and you'll see just how dedicated we are to your complete satisfaction. We have a friendly and knowledgeable staff ready to help you every step of the way. Whether it's sales, service, body shop or financing, you'll always get the attention you deserve from Toyota of Tampa Bay. Call or Text us at (813) 534-5197 to confirm availability and schedule a no-obligation test drive! We are located at 1101 E Fletcher Ave Tampa, FL 33612. Fast, Fr",2023-05-04T08:29:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU097968,Toyota Camry SE,2023,20000-29999,28990,"9000 NW 12th St Doral, FL 33172",Y,Y,N,4T1G11AK3PU097968,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",8735,mi.,sedan,Front-wheel Drive,Supersonic Red / Midnight Black Metallic,Yes,None reported,,Yes,"Priced below KBB Fair Purchase Price! CARFAX One-Owner. Clean CARFAX. Rear Backup Camera, Bluetooth, SYNC, Carfax Certified, MANAGER'S SPECIAL!, MUST SEE!, WON'T LAST!, NONSmoker, All books & keys (when applicable), All Routine Maintenance Up to Date!, Extended Warranty Available!, Remainder of Fact|…|ory Warranty Included!, Service Records Available, Keyless Go / Push Button Start, ABS brakes, Active Cruise Control, Alloy wheels, Electronic Stability Control, Front dual zone A/C, Heated door mirrors, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control. 2023 Toyota Camry SE Supersonic Red/Midnight Black Metallic Let Doral Lincoln and Lincoln of Cutler Bay be your #1 choice for your next certified pre-owned vehicle. We take pride in everything we do and strive to not only to be the best Florida dealership but to be the best in the nation. CARFAX-Certified, Trades welcomed, Financing Available. All certified pre-owned vehicles are offered with 162-point inspection, and CARFAX vehicle report. Before you sell your trade let one of our Sales consultants offer you the most for your car without the hassle. Call us today at 786-845-0900 or 786-230-8105. Call or see dealer for details. Valid only to internet customers who provide printed offer. Not valid in conjunction with any other offer. Price is subject to change without notice.",2023-05-04T08:44:25.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H19037,Hyundai Sonata SEL,2023,20000-29999,27600,"4507 Durham-Chapel Hill Blvd Durham, NC 27707",Y,Y,Y,KMHL14JA2PA270209,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4,2500.0,Gasoline,"",6956,mi.,sedan,Front-wheel Drive,Red,No,None reported,,No,"Clean CARFAX. 2023 Hyundai Sonata SEL Ultimate Red FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 BACKUP CAMERA, BLUETOOTH, NAVIGATION, SUNROOF, APPLE CARPLAY/ANDROID AUTO, Black Cloth, 12.3 LCD Instrument Cluster, 2nd Row Air Vent, 2nd Row USB Charge Port, ABS brakes, Auto-Dimming Rear-Vie|…|w Mirror, Convenience Package, Dual front impact airbags, Dual front side impact airbags, Exterior Parking Camera Rear, Fully automatic headlights, Hyundai Digital Key, Knee airbag, Leather-Wrapped Steering Wheel, LED Interior Lights, Navigation System, Occupant sensing airbag, Option Group 02, Overhead airbag, Panoramic Sunroof, Radio: AM/FM/MP3/HD/SiriusXM Display Audio w/Nav, Rear side impact airbag, Wireless Device Charging. 27/37 City/Highway MPG Come See This 2023 Ultimate Red Hyundai Sonata SEL FWD and many more at Sport Durst Automotive today! Sport Durst Automotive Group will beat any written appraisal offer by $500 even if you don't purchase another vehicle from us! Hyundai Certified Pre-Owned Details:  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Warranty Deductible: $50  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Vehicle History  173+ Point Inspection",2023-05-04T08:26:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
31379R,Honda Accord LX,2023,20000-29999,29998,"12505 Automall Pkwy Rancho Cordova, CA 95742",N,N,N,1HGCY1F25PA008279,Automatic CVT,CVT,1.5L I4 16V DOHC,1500.0,Gasoline,"",286,mi.,sedan,Front-wheel Drive,Crystal Black Pearl,,None reported,Yes,Yes,New Price! Clean CARFAX. Crystal Black Pearl 2023 Honda Accord LX FWD CVT 1.5T I4 DOHC 16V Turbocharged VTEC COMES WITH FOLSOM LAKE HONDA'S LIFETIME POWER-TRAIN WARRANTYSee Dealer for Details..|Live market Pricing is based on dealer software that Provides the most competitive prices on al|…|l our pre-owned vehicles. Full Transparency. No games. No uncomfortable negotiations. Odometer is 983 miles below market average!,2023-05-04T08:28:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M206261A,Toyota Camry LE,2023,20000-29999,28731,"2136 Sunset Blvd West Columbia, SC 29169",Y,Y,Y,4T1C11AK4PU125842,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",2529,mi.,sedan,Front-wheel Drive,White,Yes,None reported,,Yes,"Odometer is 3175 miles below market average! Toyota Certified Pre-Owned Certified, Ash w/Fabric Seat Trim, Still Under Factory Powertrain Warranty, Still Under Factory Warranty!!, Super Clean and Well Maintained!!, BACK UP CAMERA, BLUETOOTH, ALLOY WHEELS, Low Miles , ALL FACTORY REQUIRED MAIN|…|TENANCE IS UP TO DATE, TOYOTA CERTIFIED = 167 POINT INSPECTION, 7YR/100K POWERTRAIN LIMITED WARRANTY & MORE (SEE ASSOCIATE), OIL CHANGED, FILTERS CHANGED, NEW WIPERS, Toyota Certified Pre-Owned Certified, Ash w/Fabric Seat Trim, 4-Wheel Disc Brakes, 6 Speakers, 7.5J x 17 Alloy Wheels, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Safety Connect (1-year trial), Exterior Parking Camera Rear, Fabric Seat Trim, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Radio: Audio, Rear anti-roll bar, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers. Certified. 2023 Toyota Camry LE Certification Program Details: 7yr/100,000. mi limited warranty. See a sales associate for com",2023-05-04T08:52:38.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
